1.03105,-0.346363,0.0847036,6.36115e-07,0.147925,-7.67734e-05,-0.00486383,-0.00156741,0.0161848,672.39,-0.0248844,1.50301,-0.0031798,-0.000970747,4.88739e-08,-1.10811e-09,-0.0117615,-2.42248,0.000526049,0.0845281,-0.00637268,0.601174,0.0847475,0.0196887,-78.3155,0.00243327,-0.00367739,0.016467,-0.000909736,-8.72006e-15,0.000932872,-0.0012791,0.0156362,-0.000377722,-0.00844626,3.36482e-07,1.43926e-24,4.99495e-18,0.00459127,0.325644,-3.07087e-05,-5.06811e-27,-7.22171e-21,-1.87325e-26,-2.23475e-27,-6.05587e-05,0.0291556,-6.02702e-09,0,0.00461832,-0.00635995,4.68915e-05,-0.00212578,-4.28737e-07
-0.000323788,459.123,-0.270062,0.636016,0.985507,4.81159e-05,-456.767,0.00218715,-0.0262114,-2.48363,10.8337,-3.37099,70.449,-0.500179,0.0133243,2.02253e-05,-59332.9,-0.102928,-43429.6,-104362,-0.0745424,86.277,1.77179,-31499.3,2.15354,-26809,-2.89154,-0.00133089,8.25724,0.0102706,-0.013683,-0.00270904,-0.0163633,0.000377722,-929125,0.3093,0.0201706,0.000385645,-1230.32,12.7195,0.117593,-100950,0.0163035,0.000213503,0.00399631,0.000514881,-0.0198445,0.000219634,1.93093e-11,2.42915,-0.153415,-275209,0.00212578,-5.63113e-05
7.05137e-05,-0.0949107,1.99719,-0.000219195,-0.000581226,6.33353e-06,-0.000202443,0.000182747,-3.26491,-4.43348,-0.103026,0.00053147,0.00100491,0.000119751,0.00461136,-3.26993e-06,0.00106279,0.000257746,0.000175418,0.0013971,0.000481471,0.000357868,0.000689795,-0.17515,0.000291815,0.00233598,0.000584119,0.00175464,4.03671e-05,-8.72006e-15,-0.175768,-0.0155577,0.000728528,5.73266e-05,0.00168299,0.048026,-28.4896,-5.8517,0.000424118,-0.457674,5.0373e-05,-5.06811e-27,-0.792628,-1.87325e-26,-2.23475e-27,1.84893e-05,0.000213867,3.60453e-07,0,0.00170512,0.00064984,0.00266887,6.25256e-05,-1.77208e-09
9.16575e-07,292.65,-0.00468233,1.63604,-0.00631177,1.1608e-07,-456.794,0.000161555,3.26491,4.43449,0.574437,2.64351,0.000907408,1.09047e-06,9.24057e-08,-1.16219e-09,0.79498,8.08631e-05,0.925811,0.426107,1.8479e-13,0.815554,-1.01663e-06,0.260699,-1.55575e-06,0.0188646,4.93256e-12,0.166711,-3.14072e-18,-8.72006e-15,0.175767,0.0225828,1.32139e-25,-8.91712e-24,0.330439,-4.25281e-06,-7.38678e-05,-1.22128e-06,0.0176751,0.458686,7.83374e-21,-5.06811e-27,0.793054,-1.87325e-26,-2.23475e-27,-2.73887e-23,0.00049667,-6.0973e-09,1.93093e-11,-2.4285e-05,1.59917e-06,0.00273068,3.65402e-05,-3.16547e-05
3.73711e-05,-0.0110573,-0.323214,-0.000224651,18.823,-0.000142854,-0.0312145,-46438.8,0.000830403,-0.00143976,-0.219986,-2.05244,1.44668,-1.21864e-05,-1.48875e-05,-2.02272e-05,0.000290023,0.000191815,-0.00405805,-0.014606,-14.8134,-0.114741,3.80202e-05,-0.000328525,9.7259e-05,-5.88419e-05,-0.000213753,-0.166993,5.1588e-05,-0.0102706,0.000464397,-0.00579293,-0.000995705,4.61293e-05,-0.000110731,-0.000262207,-0.0201437,-0.000339938,-0.000817301,-0.00596337,-7.43381e-07,5.49396e-07,0.000199297,-9.74634e-05,-0.00399631,4.34636e-06,-0.00161373,-6.06096e-09,0,-0.00225169,-0.000355136,-0.00204974,6.40188e-05,-3.21128e-07
-0.000108975,-0.109049,0.00254577,-2.52693e-06,-1.48271,1.02429,-0.000666829,-0.00846702,1.08075e-22,0.0510465,0.00056439,621.688,-0.000186892,-0.000106601,-9.38274e-10,-1.03812e-09,-0.00082136,-0.000449572,-0.00244693,-0.00249659,-9.77155,0.115601,-3.63614e-05,0.000328525,-9.7259e-05,6.1333e-05,-0.000370366,0.000283849,-7.1358e-05,-8.72006e-15,3.68891e-05,0.00275155,0.000957832,-0.000103456,-0.000332161,-5.78293e-06,1.43926e-24,4.99495e-18,-0.0330177,0.00697998,-2.9952e-06,-5.06811e-27,-7.22171e-21,-1.87325e-26,-2.23475e-27,-1.54401e-05,0.00163359,-6.02711e-09,0,4.70288e-05,-0.000294704,-0.000199297,-0.000126545,-2.03027e-07
1.95474e-06,-292.543,0.00216388,-0.63581,0.00613887,1.25137e-05,457.82,-0.0100383,1.08075e-22,9.19583e-16,0.00216397,-9.71624e-16,0.00419636,4.52443e-06,2.27857e-05,-1.04091e-09,-0.79498,-1.09553e-05,-0.925811,-0.427361,1.8479e-13,-2.01104e-18,9.20698e-07,-0.0172292,1.55575e-06,-0.0188646,4.93256e-12,1.35104e-15,-3.14072e-18,-8.72006e-15,4.52403e-22,7.6861e-24,1.32139e-25,-8.91712e-24,-0.330439,0.000265402,-2.69577e-05,-9.41352e-08,-0.017682,-2.07032e-27,7.83374e-21,-5.06811e-27,-7.22171e-21,-1.87325e-26,-2.23475e-27,-2.73887e-23,5.41998e-26,-5.92296e-09,-1.93093e-11,0.00263187,1.13124e-05,1.19453e-23,-2.47782e-05,3.16593e-05
-3.96133e-06,8.99432e-10,7.42322e-10,2.62135e-07,-0.143726,-1.27365e-05,-0.00603362,23220.4,1.08075e-22,9.19583e-16,7.43039e-16,-9.71624e-16,1.20648e-10,-4.65133e-06,-9.40246e-10,-1.03812e-09,8.82567e-12,-6.99079e-05,-1.0008e-21,4.00561e-24,1.8479e-13,-2.01104e-18,-4.79655e-08,1.182e-13,-1.0942e-13,2.25806e-18,4.93256e-12,1.35104e-15,-3.14072e-18,-8.72006e-15,4.52403e-22,7.6861e-24,1.32139e-25,-8.91712e-24,-1.13838e-21,-6.72378e-20,1.43926e-24,4.99495e-18,-3.3902e-25,-2.07032e-27,7.83374e-21,-5.06811e-27,-7.22171e-21,-1.87325e-26,-2.23475e-27,-2.73887e-23,5.41998e-26,-6.02711e-09,0,1.29313e-11,-1.29116e-05,1.19453e-23,-1.1762e-05,8.40663e-10
-3.63331e-07,1.293e-07,3.40637e-13,2.62559e-07,5.0442e-10,-3.55695e-08,5.92615e-12,-1.37241e-21,4.29118,-0.0278727,5.04333e-10,-9.71624e-16,5.78665e-10,3.21188e-07,-9.40246e-10,-1.03812e-09,-6.12515e-20,4.67699e-16,-1.0008e-21,4.00561e-24,1.8479e-13,-2.63462e-11,-4.79657e-08,1.182e-13,-1.0942e-13,2.25806e-18,4.93256e-12,1.35104e-15,-3.14072e-18,-8.72006e-15,-2.74357e-12,7.6861e-24,1.32139e-25,-8.91712e-24,-1.13838e-21,4.8416e-10,1.43926e-24,4.99495e-18,-3.3902e-25,-2.1739e-07,7.83374e-21,-5.06811e-27,-7.22171e-21,-1.87325e-26,-2.23475e-27,-2.73887e-23,5.41998e-26,-6.02711e-09,0,-3.44131e-24,1.08512e-22,1.19453e-23,-3.0343e-22,2.91297e-15
-2.35722e-05,-6.62864e-05,-1.77534e-06,2.17413e-07,-5.31956e-06,-4.12223e-08,5.92615e-12,-1.37241e-21,-0.0161848,859.703,-0.0298182,-0.00506775,-0.00854921,2.7675e-07,-8.09362e-06,-2.86587e-09,-7.34937e-12,-9.30801e-08,-1.0008e-21,4.00561e-24,1.8479e-13,-0.000885784,-4.79655e-08,-2.6646e-08,-1.75797e-08,2.25806e-18,4.93256e-12,-56.11,-6.74588e-10,-8.72006e-15,-1.13848e-09,7.6861e-24,1.32139e-25,-8.91712e-24,-1.13838e-21,-6.41468e-08,1.43926e-24,4.99495e-18,-3.3902e-25,-2.07032e-27,-3.48415e-11,-5.06811e-27,-86193.5,-1.87325e-26,-2.23475e-27,-2.73887e-23,-4.93421e-11,-1.31043e-07,0,-3.44131e-24,1.08512e-22,1.19453e-23,-3.0343e-22,-5.10896e-09
